Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_N��meros;Cidade;;Ganhadores_14_Números;Ganhadores_13_Números;Ganhadores_12_Números;Ganhadores_11_Números;Valor_Rateio_15_Números;Valor_Rateio_14_N��meros;Valor_Rateio_13_Números;Valor_Rateio_12_Números;Valor_Rateio_11_Números;Acumulado_15_Números;Estimativa_Premio;Valor_Acumulado_Especial
664;25/08/2011;1;3;4;7;10;13;14;15;16;17;18;20;21;23;24;20.682.888,75;3;MANAUS;AM;709;23073;266563;1372907;661.652,63;1.199,85;12,5;5;2,5;0;2.000.000,00;0
;;;;;;;;;;;;;;;;;;;CASCAVEL;CE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GUARAPUAVA;PR;;;;;;;;;;;;
665;29/08/2011;2;3;6;7;12;13;14;15;17;18;20;21;22;24;25;20.585.658,75;4;PRESIDENTE DUTRA;MA;495;18564;244730;1346151;519.467,64;1.799,03;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;NATAL;RN;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CERQUEIRA CÉSAR;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TAIÚVA;SP;;;;;;;;;;;;
666;01/09/2011;1;2;4;6;7;11;12;14;15;16;18;20;21;24;25;20.593.937,50;3;CARIACICA;ES;564;18649;233643;1254042;739.710,75;1.686,27;12,5;5;2,5;0;1.700.000,00;0
;;;;;;;;;;;;;;;;;;;CAÇADOR;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ARAÇATUBA;SP;;;;;;;;;;;;
667;05/09/2011;3;4;5;6;8;10;13;15;17;18;19;20;21;24;25;20.717.900,00;0;;;543;28877;289600;1464384;0;1.411,57;12,5;5;2,5;1.788.460,10;4.000.000,00;0
668;08/09/2011;1;2;7;9;10;11;12;13;15;16;17;20;23;24;25;23.795.260,00;0;;;1182;24993;315339;1719747;0;1.087,81;12,5;5;2,5;3.888.596,90;6.300.000,00;0
669;13/09/2011;2;4;5;6;12;13;15;16;17;18;19;22;23;24;25;32.036.362,50;3;CONTAGEM;MG;1441;31327;422759;2267424;2.264.469,72;1.234,18;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;Angra dos Reis;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SOCORRO;SP;;;;;;;;;;;;
670;15/09/2011;1;7;8;10;12;13;14;15;17;18;20;21;22;23;25;21.563.226,25;1;QUEIMADOS;RJ;545;23349;283376;1587363;1.869.250,25;1.469,92;12,5;5;2,5;0;1.800.000,00;0
671;19/09/2011;4;5;7;8;9;10;11;12;13;14;18;19;20;22;24;21.943.457,50;5;BRASÍLIA;DF;627;28972;299696;1626828;365.698,86;1.249,83;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;CUIABÁ;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BELÉM;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SANTA BÁRBARA D OESTE;SP;;;;;;;;;;;;
672;22/09/2011;1;2;4;6;9;10;11;12;15;17;19;21;23;24;25;21.000.068,75;18;SERRA;ES;1852;40833;376528;1590546;78.253,87;465,65;12,5;5;2,5;0;1.700.000,00;0
;;;;;;;;;;;;;;;;;;;SANTA TEREZINHA DE GOIÁS;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CONTAGEM;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Curitiba;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GUAJARÁ-MIRIM;RO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CANELINHA;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;JOINVILLE;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;LAGES;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DO SUL;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GUARULHOS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;INDAIATUBA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;LEME;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
673;26/09/2011;2;4;5;7;8;9;10;11;12;13;14;15;17;19;20;21.624.552,50;6;BELO HORIZONTE;MG;935;28361;384735;1602321;264.187,73;1.037,95;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PALMAS;TO;;;;;;;;;;;;
674;29/09/2011;2;3;8;10;11;14;15;16;18;19;20;22;23;24;25;20.870.623,75;3;JUAZEIRO;BA;466;18545;249044;1424551;677.614,26;1.869,57;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;VIANA;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
675;03/10/2011;2;3;4;5;7;10;11;13;14;15;16;17;22;23;24;21.438.686,25;0;;;447;19841;264790;1484860;0;1.951,08;12,5;5;2,5;2.034.976,12;4.500.000,00;0
676;06/10/2011;2;4;5;6;8;10;12;13;15;16;19;20;21;24;25;26.809.987,50;27;JEQUIÉ;BA;1898;44001;437502;1926601;152.453,75;671,36;12,5;5;2,5;0;2.000.000,00;0
;;;;;;;;;;;;;;;;;;;SANTANA;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;VITÓRIA DA CONQUISTA;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;JAGUARÉ;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GOIÂNIA;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPO GRANDE;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GRAVATÁ;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CLEVELÂNDIA;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Curitiba;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;UMUARAMA;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CABO FRIO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;NATAL;RN;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CACHOEIRINHA;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;LAJEADO;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;NOVO HAMBURGO;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PORTO ALEGRE;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CRICIÚMA;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ALUMÍNIO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPINAS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;COTIA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ITU;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO JOSÉ DO RIO PRETO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
677;10/10/2011;1;2;5;6;7;8;10;11;12;13;15;16;19;23;25;21.765.088,75;4;MACEIÓ;AL;695;25144;307365;1757520;408.645,24;1.439,94;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;CAITITÉ;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BELO HORIZONTE;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;FONTOURA XAVIER;RS;;;;;;;;;;;;
678;13/10/2011;2;3;5;7;9;10;12;15;18;19;20;21;23;24;25;19.627.842,50;7;MANAUS;AM;1029;29255;311672;1534522;201.575,83;839,54;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;LARANJEIRAS DO SUL;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Florianópolis;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPINAS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MOGI DAS CRUZES;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;OSASCO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
679;17/10/2011;2;7;8;10;11;12;13;14;15;17;18;19;20;21;22;21.204.228,75;3;TUMIRITINGA;MG;527;22138;299828;1562572;596.431,89;1.455,11;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;CASCAVEL;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BAURU;SP;;;;;;;;;;;;
680;20/10/2011;3;4;6;7;8;9;12;13;14;16;18;19;20;21;22;21.701.171,25;6;VALPARAISO DE GOIÁS;GO;762;25279;288785;1486849;332.843,41;1.123,21;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;BACABAL;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MARINGÁ;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GUARULHOS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIBEIRÃO PRETO;SP;;;;;;;;;;;;
681;24/10/2011;2;3;4;6;7;8;10;11;12;14;15;16;18;19;23;21.267.476,25;11;GOIÂNIA;GO;886;22911;271627;1510086;175.599,18;1.334,77;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;SORRISO;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPOS DOS GOYTACAZE;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;JAPERI;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CATANDUVAS;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GUARUJÁ;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;JAÚ;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PRESIDENTE VENCESLAU;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO JOSÉ DOS CAMPOS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ARAGUAÍNA;TO;;;;;;;;;;;;
682;27/10/2011;1;2;4;5;6;7;8;11;14;17;18;19;22;24;25;21.474.290,00;5;BELO HORIZONTE;MG;581;20398;252038;1395487;435.993,67;1.608,04;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;CUIABÁ;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;JOINVILLE;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PRESIDENTE GETÚLIO;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ITAPETININGA;SP;;;;;;;;;;;;
683;31/10/2011;1;2;4;5;6;7;8;9;10;11;12;13;15;23;24;21.348.161,25;3;CACOAL;RO;676;74528;268720;1473755;561.489,23;1.525,60;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;ALEGRETE;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;NOVA EUROPA;SP;;;;;;;;;;;;
684;03/11/2011;1;4;5;8;10;11;12;13;14;16;20;21;22;24;25;20.160.378,75;2;PAULO AFONSO;BA;376;18523;223535;1287269;1.055.224,81;2.405,53;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;PRESIDENTE PRUDENTE;SP;;;;;;;;;;;;
685;07/11/2011;1;3;4;9;12;13;15;17;19;20;21;22;23;24;25;22.119.227,50;6;FORTALEZA;CE;909;29982;357321;1747870;261.793,80;1.057,96;12,5;5;2,5;0;2.000.000,00;0
;;;;;;;;;;;;;;;;;;;CUIABÁ;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CURITIBA;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PROMISSÃO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO BERNARDO DO CAMPO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
686;10/11/2011;1;3;4;6;7;10;12;13;16;19;20;22;23;24;25;22.223.860,00;8;SERRINHA;BA;791;21521;257178;1439934;283.465,87;1.228,68;12,5;5;2,5;0;2.000.000,00;0
;;;;;;;;;;;;;;;;;;;FORTALEZA;CE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CIANORTE;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MORRETES;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PORTO VELHO;RO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ITAQUI;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PIRACICABA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO BERNARDO DO CAMPO;SP;;;;;;;;;;;;
687;14/11/2011;1;2;3;4;6;9;12;13;15;18;19;20;23;24;25;21.234.040,00;3;CURITIBA;PR;872;29302;331938;1627018;531.410,14;1.119,33;12,5;5;2,5;0;1.700.000,00;0
;;;;;;;;;;;;;;;;;;;CARAPICUIBA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TIETÊ;SP;;;;;;;;;;;;
688;17/11/2011;1;2;3;4;7;9;11;12;14;16;19;21;22;23;24;20.358.328,75;3;SALVADOR;BA;679;26413;271125;1403679;615.207,40;1.164,92;12,5;5;2,5;0;1.600.000,00;0
;;;;;;;;;;;;;;;;;;;LINHARES;ES;;;;;;;;;;;;
689;21/11/2011;2;3;4;5;6;7;8;11;12;13;15;17;22;23;24;21.766.087,50;5;ITABERABA;BA;608;23905;326171;1736438;324.427,21;1.143,43;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;CUIABÁ;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GUARULHOS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SANTO ANDRÉ;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
690;24/11/2011;1;2;3;9;10;11;12;13;14;15;18;19;20;24;25;21.477.247,50;13;SOORETAMA;ES;1000;27745;289566;1507969;146.605,53;1.166,86;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;VITÓRIA;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MONTIVIDIU;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SERRANÓPOLIS;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ALFENAS;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BELO HORIZONTE;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MURIAÉ;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPO GRANDE;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RECIFE;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;FONTOURA XAVIER;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;JOSÉ BONIFÁCIO;SP;;;;;;;;;;;;
691;28/11/2011;1;2;3;6;7;8;9;11;13;17;18;19;20;22;23;21.368.970,00;3;PALMAS DE MONTE ALTO;BA;702;26133;336843;1620986;546.038,69;1.428,67;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;MARINGÁ;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PEDRO DO TURVO;SP;;;;;;;;;;;;
692;01/12/2011;1;2;4;6;7;10;11;12;17;18;19;21;22;23;24;22.076.208,75;7;IPATINGA;MG;618;21487;290590;1508173;295.805,08;1.435,95;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;CAMPO GRANDE;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;FLORIANÓPOLIS;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GUARUJÁ;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SANTO ANDRÉ;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TAUBATÉ;SP;;;;;;;;;;;;
693;05/12/2011;1;2;3;4;6;7;9;10;11;14;16;17;19;21;22;22.671.825,00;1;Curitiba;PR;611;25967;282885;1440512;2.273.428,27;1.594,65;12,5;5;2,5;0;1.800.000,00;0
694;08/12/2011;1;3;6;8;9;10;11;14;15;16;18;19;20;21;24;21.392.377,50;2;BALNEÁRIO CAMBORIÚ;SC;501;20072;241026;1360830;1.116.865,64;1.910,81;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;MARÍLIA;SP;;;;;;;;;;;;
695;12/12/2011;2;3;4;5;11;13;14;17;18;19;20;21;22;24;25;22.131.338,75;1;SALVADOR;BA;351;14624;226964;1483823;2.310.275,10;2.820,85;12,5;5;2,5;0;1.800.000,00;0
696;15/12/2011;1;4;5;7;9;10;11;13;14;15;16;20;21;22;24;21.699.778,75;4;SALVADOR;BA;700;23639;285765;1425029;522.483,41;1.279,56;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;JOINVILLE;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
697;19/12/2011;1;2;3;7;8;11;14;15;16;18;19;22;23;24;25;21.635.683,75;5;UBERLÂNDIA;MG;677;27928;263866;1462000;411.640,34;1.302,94;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;SÃO BERNARDO DO CAMPO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;FORMOSO DO ARAGUAIA;TO;;;;;;;;;;;;
698;22/12/2011;2;3;4;6;7;9;10;12;14;15;18;20;21;22;24;21.304.380,00;8;BUERAREMA;BA;1010;28719;306730;1469014;233.535,96;1.132,52;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;CALDAS NOVAS;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GOIÂNIA;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SANTARÉM;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PORTO ALEGRE;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TABOÃO DA SERRA;SP;;;;;;;;;;;;
699;26/12/2011;2;3;4;6;8;9;10;15;16;18;19;21;22;23;25;20.293.353,75;1;GOIÂNIA;GO;394;16570;225670;1295966;2.135.209,04;2.322,56;12,5;5;2,5;0;1.800.000,00;0
700;29/12/2011;1;2;6;7;8;9;10;13;14;16;18;19;21;22;25;21.526.365,00;0;;;397;15486;216236;1356770;0;2.543,83;12,5;5;2,5;2.356.429,80;4.500.000,00;0
701;02/01/2012;3;4;8;10;12;13;14;16;17;19;20;21;22;23;25;23.847.843,75;3;PARANAÍBA;MS;597;22320;292350;1622356;1.553.302,57;1.653,61;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;VÁRZEA GRANDE;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MONGAGUÁ;SP;;;;;;;;;;;;
702;05/01/2012;1;2;3;4;5;6;7;8;9;10;13;14;20;23;25;21.805.083,75;10;VITÓRIA DA CONQUISTA;BA;1681;23468;284761;1370498;218.295,49;795,06;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;MOMBAÇA;CE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BELO HORIZONTE;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MONTES CLAROS;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ROMARIA;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SETE LAGOAS;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPO VERDE;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CANTAGALO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO CAETANO DO SUL;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
703;09/01/2012;2;5;8;10;11;14;15;17;18;20;21;22;23;24;25;22.158.733,75;6;MANAUS;AM;746;23555;287923;1552624;337.975,15;1.164,99;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;CRISTALINA;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PARACATU;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TRÊS LAGOAS;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CURITIBA;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BEBEDOURO;SP;;;;;;;;;;;;
704;12/01/2012;2;3;5;6;8;10;11;13;14;15;16;17;22;23;24;22.458.780,00;6;BRASÍLIA;DF;2945;34500;300420;1537665;335.539,66;418,53;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;FORMOSA;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GILBUÉS;PI;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPOS NOVOS;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPINAS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ARAGUAINA;TO;;;;;;;;;;;;
705;16/01/2012;3;4;6;7;8;9;11;12;14;15;16;20;21;22;25;22.415.418,75;2;BELO HORIZONTE;MG;337;14407;202239;1261091;1.353.150,73;3.441,67;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;TRAMANDAÍ;RS;;;;;;;;;;;;
706;19/01/2012;1;2;3;4;6;8;12;13;16;18;19;21;22;24;25;21.486.536,25;4;CARIACICA;ES;627;23978;281830;1531310;480.327,17;1.313,27;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;ITABIRA;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;APUCARANA;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;IÇARA;SC;;;;;;;;;;;;
707;23/01/2012;3;4;6;7;8;11;12;14;15;16;17;20;21;24;25;21.335.996,25;3;SALVADOR;BA;633;37271;213418;1187296;798.815,02;1.622,51;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;CAMPO NOVO DO PARECIS;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CURITIBA;PR;;;;;;;;;;;;
708;26/01/2012;1;2;3;4;5;6;9;11;14;16;19;21;22;24;25;20.461.398,75;5;GOIÂNIA;GO;631;18587;253601;1327971;410.292,82;1.393,34;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;MENDES PIMENTEL;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;FLORIANÓPOLIS;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
709;30/01/2012;1;3;6;7;8;11;12;14;15;16;18;19;20;22;23;21.122.971,25;4;RIO DE JANEIRO;RJ;502;18752;258408;1406084;521.421,25;1.780,61;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;SÃO JOÃO DE MERITI;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ITAJAÍ;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPINAS;SP;;;;;;;;;;;;
710;02/02/2012;2;3;4;6;12;14;15;17;18;19;20;21;22;24;25;20.988.121,25;2;RECIFE;PE;409;22037;276241;1509467;933.071,51;1.955,44;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;CARAZINHO;RS;;;;;;;;;;;;
711;06/02/2012;1;2;4;5;6;7;10;12;13;15;16;18;21;22;24;20.930.593,75;5;ITABUNA;BA;717;22688;255396;1405971;405.520,04;1.211,96;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;PORTO VELHO;RO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PIEDADE;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PONTES GESTAL;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
712;08/02/2012;1;4;8;9;12;14;15;16;17;18;20;21;22;23;25;11.158.976,25;1;ALTINHO;PE;270;9425;125060;726687;1.070.276,11;1.219,69;12,5;5;2,5;0;1.200.000,00;0
713;10/02/2012;2;3;4;5;6;11;13;14;15;19;21;22;23;24;25;17.433.771,25;2;SÃO PAULO;SP;490;33901;231734;1258455;670.129,89;1.202,29;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;VINHEDO;SP;;;;;;;;;;;;
714;13/02/2012;4;6;7;8;9;10;11;12;13;14;15;17;19;21;22;18.626.426,25;3;TAUÁ;CE;730;15281;225383;1283742;556.906,33;1.006,00;12,5;5;2,5;0;1.800.000,00;0
;;;;;;;;;;;;;;;;;;;BRASÍLIA;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;POUSO ALEGRE;MG;;;;;;;;;;;;
715;15/02/2012;1;3;5;8;10;11;13;14;15;18;20;22;23;24;25;15.070.938,75;6;BRASÍLIA;DF;961;28109;296555;1151742;145.645,87;399,7;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;MIRACEMA;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;NITERÓI;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BLUMENAU;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PEREIRA BARRETO;SP;;;;;;;;;;;;
716;17/02/2012;1;3;5;7;8;11;12;14;15;16;18;20;21;23;25;17.161.215,00;15;ILHÉUS;BA;2345;39132;318550;1247106;71.421,47;200,81;12,5;5;2,5;0;1.500.000,00;0
;;;;;;;;;;;;;;;;;;;VITÓRIA DA CONQUISTA;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAXIAS;MA;;;;;;;;;;;;
